,Tweet,Result Prediction,text_preprocessed
2076,@idextratime @siphillipssport Akhirnya ada yang bisa memecahkan rekor transfer gagal Grealish,Neutral,"['memecahkan', 'rekor', 'transfer', 'gagal', 'grealish']"
2077,@Nsyawana EL sangat bahaya kalau gagal menahan diri,Neutral,"['el', 'bahaya', 'gagal', 'menahan']"
2078,@zfaputa hitam pnuh kebencian gagal mulangin,Neutral,"['hitam', 'penuh', 'kebencian', 'gagal', 'mulangin']"
2079,"@uinwsfess kmrn aku kesana jg gblh masuk nder, tutup total. kayanya mulai skg klo liburan tutup deh, dulu engga",Neutral,"['kemarin', 'kesana', 'gblh', 'masuk', 'nder', 'tutup', 'total', 'kayanya', 'kalo', 'liburan', 'tutup', 'deh']"
2080,AILEE NGGA PERNAH GAGAL BAWAIN OST CUYYYY https://t.co/oC2lMpJMnT,Neutral,"['aile', 'gagal', 'bawain', 'ost', 'cuyyyi']"
2081,"jujur aku juga dulu putus asa karena gagal di tahun lalu, bisnis aku gagal, ga lulus ujian ptn tapi dikasih rezeki di jalur host. 

pokonya tahun ini harus lebih baik lagii. semangat buat kita semua! gaboleh nyerah bestie~ perjalanan kita masih panjang🤗💗",Negative,"['jujur', 'putu', 'asa', 'gagal', 'bisni', 'gagal', 'lulu', 'ujian', 'ptn', 'dikasih', 'rezeki', 'jalur', 'host', 'pokoknya', 'semangat', 'gaboleh', 'nyerah', 'besti', 'perjalanan']"
2082,"Kemo ke 1 yg gagal, karena kurang berkas. Kamu lagi diskusi sama bp, eteh dan mba tanti hehe https://t.co/U4PtfUhcIe",Neutral,"['kemo', 'gagal', 'berka', 'diskusi', 'bp', 'eteh', 'mbak', 'tanti', 'hehe']"
2083,"@abu_waras Kalau target gagal, maka solusinya buat target baru... Gitu aja ko repot.....",Neutral,"['wara', 'target', 'gagal', 'solusinya', 'target', 'repot']"
2084,"Cukup Hansamu dan Witan yang gagal. Next, jangan diulang lawan Filipina.

https://t.co/1oBQLNKxnL",Neutral,"['hansamu', 'witan', 'gagal', 'next', 'diulang', 'lawan', 'filipina']"
2085,@SinarOnline Kita faham yg #Arau ni in shock sbb baru jadi #PEMBANGKANG. Walhal masa dia dlm Kjaan BN zaman² dulu pihak pembangkang mrk ketepikan. Pastu jadikan modal yg pembangkang gagal penuhi tuntutan para pengundi.,Neutral,"['faham', 'nih', 'shock', 'walhal', 'kjaan', 'bn', 'zaman', 'pembangkang', 'ketepikan', 'pastu', 'jadikan', 'modal', 'pembangkang', 'gagal', 'penuhi', 'tuntutan', 'pengundi']"
2086,"Kena apa FPI di benci?.

Krna FPI di takuti penyuka Maksiat, para Mafia merasa ke ganggu ke beradaan FPI, mereka takutan Bisnis² haramnya takut gagal, sehingga bg mana cara nya FPI hrs dibubarkan, agr mereka bs leluasa melancarkan Bisnis haramnya. krn FPI tdk bs diajak kompromi https://t.co/kWWxWotHk1",Neutral,"['kena', 'fpi', 'benci', 'fpi', 'takuti', 'penyuka', 'maksiat', 'mafia', 'ganggu', 'beradaan', 'fpi', 'takutan', 'bisni', 'haramnya', 'takut', 'gagal', 'bang', 'nya', 'fpi', 'dibubarkan', 'agr', 'leluasa', 'melancarkan', 'bisni', 'haramnya', 'fpi', 'diajak', 'kompromi']"
2087,Anda bisa memaafkan orang lain karena Anda cukup kuat untuk bisa memahami bahwa manusia bisa berbuat salah. Gagal / Sukses,Neutral,"['memaafkan', 'orang', 'kuat', 'memahami', 'manusia', 'berbuat', 'salah', 'gagal', 'suks']"
2088,"Hubungan Seohyun sama Suzy kalau berhenti di episode 9 udah perfect bgt. Sedih, indah, dan bahkan bisa lebih bikin orang gagal move on lebih dari yang sekarang. Bukan berarti scene tambahan mereka di episode 12 dan 16 jelek, tapi justru bakal lebih epic kalau ditutup lebih awal.",Neutral,"['hubungan', 'seohyun', 'suzi', 'berhenti', 'episod', 'perfect', 'banget', 'sedih', 'indah', 'bikin', 'orang', 'gagal', 'move', 'on', 'scene', 'tambahan', 'episod', 'jelek', 'epic', 'ditutup']"
2089,Salah satu misi yg gak boleh gagal selain Mission Impossible. https://t.co/3NfElrPAQi,Neutral,"['salah', 'misi', 'gagal', 'mission', 'imposs']"
2090,Resolusi diet di tahun 2023 langsung gagal di hari pertama 😔,Neutral,"['resolusi', 'diet', 'langsung', 'gagal']"
2091,"goyangan renjun nga pernah gagal emang
#1월1일1시_SMTOWNLIVE https://t.co/eM3WcT9B4k",Neutral,"['goyangan', 'renjun', 'gagal', 'smtownliv']"
2092,"gagal bgt jadi orang, kerjaannya ngecewain mulu",Neutral,"['gagal', 'banget', 'orang', 'kerjaannya', 'ngecewain', 'mulu']"
2093,Kalau semuanya gagal turunkan standar anda terlebih dahulu - See more at: https://t.co/B0xBM62WTp,Neutral,"['gagal', 'turunkan', 'standar', 'sih', 'more', 'at']"
2094,saya cuba jaga hati orang bukan tak cuba . Tapi kalau saya nampak gagal dekat mata awak . sedarlah hati saya sendiri pun belum tentu awak sendiri dapat jaga 😊,Neutral,"['cuba', 'jaga', 'hati', 'orang', 'cuba', 'menampak', 'gagal', 'mata', 'awak', 'sedarlah', 'hati', 'awak', 'jaga']"
2095,"Pertama kali disupirin zanoi dgn mobil brionya (sesuai dgn janjinya “kalo gua punya mobil nanti kita keliling jaksel lg”)

Wlpun ini gagal, endingny cmn buang” bensin, tp gpp. https://t.co/WTtmJChIZb",Neutral,"['kali', 'disopiri', 'zanoi', 'mobil', 'brionya', 'sesuai', 'janjinya', 'kalo', 'gua', 'mobil', 'kelil', 'jaksel', 'wlpun', 'gagal', 'endingni', 'cuman', 'buang', 'bensin', 'apa-apa']"
2096,"Bermaksud Pamer, 10 Potret Orang Gagal Terlihat Keren Ini Bikin Ngakak https://t.co/bBTUbKWTLL https://t.co/1VlQvxy3IV",Neutral,"['pamer', 'potret', 'orang', 'gagal', 'keren', 'bikin', 'mengakak']"
2097,Inilah Peserta The Next Mentalist Yang Gagal Saat Melakukan Aksinya : https://t.co/gOCn6mvWKm,Neutral,"['peserta', 'the', 'next', 'mentalist', 'gagal', 'aksinya']"
2098,"@hiwegoagain_ @convomfs Ga semua takdir orang sama, soal beruntung atau engganya kita gatau keseluruhan hidup dia yang pasti dalam fase hidup pasti ada yang berhasil ada yang gagal",Neutral,"['takdir', 'orang', 'beruntung', 'engganya', 'tau', 'hidup', 'fase', 'hidup', 'berhasil', 'gagal']"
2099,"💼 Panas, pegel, ac rusak, gagal menang GA gara² masih di jalan, gojek gajelas blablabla. What a new year",Neutral,"['pana', 'pegel', 'ac', 'rusak', 'gagal', 'menang', 'gara', 'jalan', 'gojek', 'blablabla', 'what', 'a', 'new', 'year']"
2100,"Ini savenya lama banget, awas aja 99% terus gagal.",Neutral,"['savenya', 'banget', 'awa', 'gagal']"
2101,"@AndiSinulingga Serius mo nyapres...di Jateng aja gagal. 

Gagal di Jateng untuk Indonesia...Indonesia tambah gagal

Mending tiktokan aja...🤣",Neutral,"['seriu', 'nyapresdi', 'jateng', 'gagal', 'gagal', 'jateng', 'indonesiaindonesia', 'gagal', 'mend', 'tiktokan']"
2102,"@tanyarlfes ""Gk bisa nin huhu klo diyg laen takut gagal."" 

DIH TAI SHOMBONG BGTTT TUU ORANG. gatau dirii. skip ajalaaah nderrr. biarinn, gausah aja sekalian. manja bgt, heran",Neutral,"['nin', 'huhu', 'kalo', 'diyg', 'takut', 'gagal', 'dih', 'tahi', 'shombong', 'banget', 'tuh', 'orang', 'tau', 'dirii', 'skip', 'ajalaaah', 'nderrr', 'biarinn', 'manja', 'banget', 'heran']"
2103,@AKlRASENDOH Huu iya kita gagal mulu setiap mau ketemu;;;; semoga next event bisa ketemu ya kak!! Luv u too💖,Positive,"['huu', 'iya', 'gagal', 'mulu', 'ketemu', 'semoga', 'next', 'event', 'ketemu', 'ya', 'kak', 'luv', 'lu', 'too']"
2104,"berapa kali Juninho percobaan 1on1 dan gagal? banyak!!! 

gak usah sok-sokan macak Da Silva.",Neutral,"['kali', 'juninho', 'percobaan', 'on', 'gagal', 'soksokan', 'macak', 'dah', 'silva']"
2105,"G: klean mau liat gak? Taraaa..
K: heh! Gue bilang simpen dulu, ntar suprise buat ayank gue gagal!
G: elahh..iya maap

Beliau bukan sembarang beliau 🤣

 https://t.co/2KzIyZ7LYt",Neutral,"['klean', 'lihat', 'taraaa', 'heh', 'gue', 'bilang', 'simpan', 'entar', 'supris', 'sayang', 'gue', 'gagal', 'elahhiya', 'maaf', 'beliau', 'sembarang', 'beliau']"
2106,"Ini penulisan nya gmna ya kak, udh coba 2x gagal mulu https://t.co/k6JeT4OpYG",Positive,"['penulisan', 'nya', 'ya', 'kak', 'coba', 'kali', 'gagal', 'mulu']"
2107,"Banyak gagal, banyak belajar.",Neutral,"['gagal', 'belajar']"
2108,@convomfs galeri gue taun ini kebanyakan gagal masuk ptn lol,Neutral,"['galeri', 'gue', 'kebanyakan', 'gagal', 'masuk', 'ptn', 'lol']"
2110,"AHY goblok, gagal banyak bacot https://t.co/wsfup6YmB9 #AHYpolitikusGagal",Neutral,"['ahi', 'goblok', 'gagal', 'bacot']"
2111,"Jadi Gubernur Jakarta gagal, maumu apa AHY?  https://t.co/02X37VC8Q5 #AHYpolitikusGagal",Neutral,"['gubernur', 'jakarta', 'gagal', 'maumu', 'ahi']"
2112,"lucas enembe Goblok!!! Sudah Gagal Di Militer, Sekarang Bakal Gagal Di Politik!! https://t.co/y0UmUblR0F ##AniesNasdemOut",Neutral,"['luca', 'enemb', 'goblok', 'gagal', 'milit', 'gagal', 'politik']"
2113,@nctzenbase semua ss an gue gagal,Neutral,"['ss', 'an', 'gue', 'gagal']"
2114,KTP bisa buat 2 account shopee ngga sih? ibu ku pengen daftar juga tapi pas verif gagal soalnya mukanya udah beda wkwk,Neutral,"['ktp', 'account', 'shope', 'sih', 'ku', 'pengin', 'daftar', 'pa', 'verif', 'gagal', 'mukanya', 'beda', 'wkwk']"
2115,"Sabarkanlah dirimu di dalam kegagalanmu, agar terlihat cara menghindari kemungkinan gagal berikutnya",Neutral,"['sabarkanlah', 'dirimu', 'kegagalanmu', 'menghindari', 'gagal']"
2116,"Sumpah, saya sangat menyarankan buat nonton reborn rich. Banyak banget yang bisa dipelajari dari sisi bisnis terutama pilihan investasi. Emang Soong Jong Ki klo ambil drama ga pernah gagal",Neutral,"['sumpah', 'menyarankan', 'menonton', 'reborn', 'rich', 'banget', 'dipelajari', 'sisi', 'bisni', 'pilihan', 'investasi', 'soong', 'jong', 'ki', 'kalo', 'ambil', 'drama', 'gagal']"
2117,Gagal jadi independent Woman🥴 https://t.co/9NwW6ikexr,Neutral,"['gagal', 'independ', 'woman']"
2118,@rhyJISOO ntar gagal move on kalo ga dihapus,Neutral,"['entar', 'gagal', 'move', 'on', 'kalo', 'dihapu']"
2120,"Akhirnya terwujud juga setelah 2 hari yg lalu berburu richcheese yg gagal karna sibuk terus di ojek online, dan sekarang terwujud di awal tahun 2023 😭🙏",Neutral,"['terwujud', 'berburu', 'richchees', 'gagal', 'sibuk', 'ojek', 'onlin', 'terwujud']"
2121,@raihanfaridzi_ piraku ah asa katempona mah teu gagal wa,Neutral,"['piraku', 'ah', 'asa', 'katempona', 'mah', 'teu', 'gagal', 'wa']"
2122,@haechanconfess Gagal aja masi ganteng banget https://t.co/lts2DF0ySM,Neutral,"['gagal', 'ganteng', 'banget']"
2124,@Nxrmaa Mending sih idm isek kenek di lanjut (kadang) lebih sedih nek download lewat browser wes suwi nek gagal duh sakit.,Negative,"['mend', 'sih', 'idm', 'isek', 'kenek', 'kadang', 'sedih', 'nek', 'download', 'browser', 'we', 'suwi', 'nek', 'gagal', 'duh', 'sakit']"
2125,"pengen nonton sheila on 7 lagi deh jadinya, gara-gara gagal nonton .feast hdeh. Masih ada reality club",Neutral,"['pengin', 'menonton', 'sheila', 'on', 'deh', 'garagara', 'gagal', 'menonton', 'feast', 'hdeh', 'realiti', 'club']"
2126,Striker Gagal MU Diklaim Bisa Kembali ke Old Trafford https://t.co/1E9UFMmWyU,Neutral,"['striker', 'gagal', 'mu', 'diklaim', 'old', 'trafford']"
2127,Maaf mbak @putrisakera  ..photo ini jangan di uplaod lagi ya...ennek https://t.co/Bh77kzpZnF,Neutral,"['maaf', 'mbak', 'photo', 'uplaod', 'yaennek']"
2128,"""Kau terlalu memandang tinggi diriku ...Pada akhirnya, tetap saja aku gagal"" (Uchiha Itachi to Kabuto)",Neutral,"['kau', 'memandang', 'diriku', 'gagal', 'uchiha', 'itachi', 'kabuto']"
2129,Chelsea Bidik Pemain Lain Jika Gagal Gaet Enzo Fernandes https://t.co/dKLI7XFSYb,Neutral,"['chelsea', 'bidik', 'pemain', 'gagal', 'gaet', 'enzo', 'fernand']"
2130,@hijrah_gagal @txtdarisisange Grup Facebook wkwkw,Neutral,"['gagal', 'grup', 'facebook', 'wkwkw']"
2131,"""disetir orang tua aja tetep gagal, apalagi nyetir sendiri"" jirr ikut kesindir 😭 https://t.co/k2cwaThSxX",Neutral,"['disetir', 'orang', 'tua', 'gagal', 'nyetir', 'anjir', 'kesindir']"
2132,"“gagal itu urusan belakang,yang terpenting adalah usaha dan mencoba.”",Neutral,"['gagal', 'urusan', 'belakangyang', 'terpent', 'usaha', 'mencoba']"
2133,"Anda mengetahui apa yang sharusnya tidak dilakukan ketika Anda ""gagal"".Jadi Anda menciptakan pengetahuan baru dan itu bukan kegagalan.",Neutral,"['gagaljadi', 'menciptakan', 'pengetahuan', 'kegagalan']"
2134,Orochimaru dulu bergabung dengan akatsuki tujuannya adalah mengincar tubuh itachi tapi gagal mendapatkannya.,Neutral,"['orochimaru', 'bergabung', 'akatsuki', 'tujuannya', 'mengincar', 'tubuh', 'itachi', 'gagal', 'mendapatkannya']"
2135,"@facebook @Drake Fb aplikasi gagal , wkwkw.
Makanya banyak yg ninggalin",Neutral,"['fb', 'aplikasi', 'gagal', 'wkwkw', 'meninggalkan']"
2136,"bentar lagi snbp ya? lg pd gencar2nya pengumuman eligible nih. jd keinget thn kemarin, iy baru kemarin bgt perasaan. gue yg nyaris mau loncat pas tau peringkat 3 eligible. gabisa mupon coyy ngesekk. udh gt gagal snm lg... sad :/ https://t.co/Ki949P6TXi",Neutral,"['bentar', 'snbp', 'ya', 'gencarnya', 'pengumuman', 'elig', 'nih', 'kemarin', 'iya', 'kemarin', 'banget', 'perasaan', 'gue', 'loncat', 'pa', 'tau', 'peringkat', 'elig', 'mupon', 'coyi', 'ngesekk', 'gagal', 'snm', 'sad']"
2137,@chrysantemom Pelan2 sambil di cabut karena sensasi di ujung2 setelah klimak itu yg buat gagal move on 🤤🤣✌,Neutral,"['pelan', 'cabut', 'sensasi', 'ujung', 'klimak', 'gagal', 'move', 'on']"
2138,@FWBESS Suka yang nomor 4,Positive,"['suka', 'nomor']"
2140,"Tatapan mata  yang kosong, dengan perasaan yang merasa selalu gagal dalam segi keadaan, pekerjaan, percintaan dan ke hilangan arah tujuan.Namun hebat nya selalu tetap tegar kokoh berdiri, doa ibu ayah yang selalu menguatkan. ibu ayah terimkasih pasti akan ku buktikan.",Neutral,"['tatapan', 'mata', 'kosong', 'perasaan', 'gagal', 'segi', 'pekerjaan', 'percintaan', 'hilangan', 'arah', 'tujuannamun', 'hebat', 'nya', 'tegar', 'kokoh', 'berdiri', 'doa', 'ayah', 'menguatkan', 'ayah', 'terimkasih', 'ku', 'buktikan']"
2141,GAGAL SS DUA KALI GEMBEEELLLL ok https://t.co/JrjRypDomw,Neutral,"['gagal', 'ss', 'kali', 'gembeeelll', 'ok']"
2142,gue gatau ni gagal apa ngga,Neutral,"['gue', 'tau', 'nih', 'gagal']"
2143,"kalo diliat liat 2022 lumayan anjing juga ya, soalnya liverpool gagal juara epl cuma kalah 1 point dari city trs kalah di final champions sm madrid. abis ini pasti fans city sm madrid nya nge-reply, anjing yah km",Neutral,"['kalo', 'lihat', 'lumayan', 'anj', 'ya', 'liverpool', 'gagal', 'juara', 'epl', 'kalah', 'point', 'citi', 'kalah', 'final', 'champion', 'madrid', 'habi', 'fan', 'citi', 'madrid', 'nya', 'ngerepli', 'anj', 'ya']"
2144,"AHY gak tahu diri. AHY gagal politik Demokrat Korupsi

#AHYpolitikusGagal
#AHYAsalBicara
#SBYMangkrakAHYAsbun
#AHYGagaldiTNIGagaldiPolitik
#AHYgagalNyapres
#HambalangMangkrak
#SBYTurunGunung
#DemokratKoruptor
#AHYbaukencur https://t.co/Fw023kTE7k",Neutral,"['ahi', 'ahi', 'gagal', 'politik', 'demokrat', 'korupsi']"
2145,Diotak gw jg gitu. Gagal,Neutral,"['diotak', 'gue', 'gagal']"
2146,"@haloblu Halo min, mohon bantuan cara menambahkan informasi virtual kartu ke metode pembayaran ecommerce luar negeri dong. Karna saya sudah coba, tapi tetap gagal. Thanks!",Positive,"['halo', 'min', 'mohon', 'bantuan', 'informasi', 'virtual', 'kartu', 'metod', 'pembayaran', 'ecommerc', 'negeri', 'coba', 'gagal', 'thank']"
2147,"Kebanyakan orang yang gagal bukan karena tidak punya kemampuan, tapi hanya karena mereka tidak yakin bisa mencapainya.",Neutral,"['kebanyakan', 'orang', 'gagal', 'kemampuan', 'mencapainya']"
2148,"@thalibhelmy @montrealVII @garistengah_id Musim terakhir Poch juga Dele mainnya udah jelek, musim itu performa jeleknya ketolong dia 2x assist ke Lucas Moura di Semifinal UCL doang, kalo gak udah dicap gagal total.",Negative,"['id', 'musim', 'poch', 'dele', 'mainnya', 'jelek', 'musim', 'performa', 'jeleknya', 'ketolong', 'kali', 'assist', 'luca', 'moura', 'semifin', 'ucl', 'doang', 'kalo', 'dicap', 'gagal', 'total']"
2149,"Yah dsrr gagal ajg wkwwk ,casan tinggaleun jadi kieu https://t.co/ojlrWhlg5V",Neutral,"['ya', 'dsrr', 'gagal', 'ajg', 'wkwwk', 'casan', 'tinggaleun', 'kieu']"
2150,@gwwwyneth_ tak payah rt macam gagal je ni,Neutral,"['payah', 'rt', 'gagal', 'je', 'nih']"
2151,"AHY gak tahu diri. AHY gagal politik Demokrat Korupsi

#AHYpolitikusGagal
#AHYAsalBicara
#SBYMangkrakAHYAsbun
#AHYGagaldiTNIGagaldiPolitik
#AHYgagalNyapres
#HambalangMangkrak
#SBYTurunGunung
#DemokratKoruptor
#AHYbaukencur https://t.co/J6yVsZl1OD",Neutral,"['ahi', 'ahi', 'gagal', 'politik', 'demokrat', 'korupsi']"
2152,@radenrauf Gagal,Neutral,['gagal']
2153,"AHY gak tahu diri. AHY gagal politik Demokrat Korupsi

#AHYpolitikusGagal
#AHYAsalBicara
#SBYMangkrakAHYAsbun
#AHYGagaldiTNIGagaldiPolitik
#AHYgagalNyapres
#HambalangMangkrak
#SBYTurunGunung
#DemokratKoruptor
#AHYbaukencur https://t.co/lbXBU0N2TM",Neutral,"['ahi', 'ahi', 'gagal', 'politik', 'demokrat', 'korupsi']"
2155,Kemaren gagal soalnya yg funrun 4k cuma lewat pasir pantai seuprit doang nyeberang tembok abis itu dibelokin ke daerah warlok sama nyusurin tembok ae welp https://t.co/QPjB9O1kev,Neutral,"['kemarin', 'gagal', 'funrun', 'pasir', 'pantai', 'seuprit', 'doang', 'nyeberang', 'tembok', 'habi', 'dibelokin', 'daerah', 'warlok', 'nyusurin', 'tembok', 'welp']"
2156,2022 gagal lagi wkwk semoga dipertemukan dengan yg baik deh aamiin.,Neutral,"['gagal', 'wkwk', 'semoga', 'dipertemukan', 'deh', 'amin']"
2158,cant wait wrexham season 2 hahahah.. asuu apess bangett ra isoh promosi gagal terakhir terusss,Neutral,"['cant', 'wait', 'wrexham', 'season', 'hahahah', 'asuu', 'apess', 'banget', 'ra', 'isoh', 'promosi', 'gagal']"
2159,Dari banyak kegagalan dalam hidup yang pernah kulalui. Gagal mempertahankanmu adalah hal terburuk bagiku. Tapi aku sudah berusaha sekuat hati. Ada hal-hal yang melebihi diriku di semesta ini.,Neutral,"['kegagalan', 'hidup', 'kulalui', 'gagal', 'mempertahankanmu', 'terburuk', 'bagiku', 'berusaha', 'sekuat', 'hati', 'halhal', 'melebihi', 'diriku', 'semesta']"
2160,Anak pepo gagal di TNI gagal juga politik. AHY kegagalan SBY! #AHYAsalBicara  https://t.co/Q9TLu0Z5Yt,Neutral,"['anak', 'pepo', 'gagal', 'tni', 'gagal', 'politik', 'ahi', 'kegagalan', 'surabaya']"
2161,"rendering saat space storage tinggal dikit, sambil monitoring disk space, biar tak gagal https://t.co/tl5XNAk35T",Neutral,"['render', 'space', 'storag', 'tinggal', 'dikit', 'monitor', 'disk', 'space', 'biar', 'gagal']"
2162,"@TheBi9Boss Live Chat siap bantu Keluhan transaksi Kamu: Buka App DANA, Pilih History/Riwayat, Pilih transaksi yg mau dilaporin, Pilih CHAT

Keluhan Akun Premium: Buka aplikasi DANA, Pilih Me/Saya, Klik ket Alasan Gagal/Reason Failed,  Klik menu CHAT

Keluhan lainnya email ke help@dana.id",Neutral,"['live', 'chat', 'bantu', 'keluhan', 'transaksi', 'buka', 'app', 'dana', 'pilih', 'historyriwayat', 'pilih', 'transaksi', 'dilaporin', 'pilih', 'chat', 'keluhan', 'akun', 'premium', 'buka', 'aplikasi', 'dana', 'pilih', 'mesaya', 'klik', 'ket', 'alasan', 'gagalreason', 'fail', 'klik', 'menu', 'chat', 'keluhan', 'email', 'helpid']"
2163,keliatan bnran gagal move on lo sakun https://t.co/1GjQVzOlA7,Neutral,"['benaran', 'gagal', 'move', 'on', 'lo', 'sakun']"
2164,"""Kau terlalu memandang tinggi diriku ...Pada
akhirnya, tetap saja aku gagal"" (Itachi to Kabuto)",Neutral,"['kau', 'memandang', 'diriku', 'gagal', 'itachi', 'kabuto']"
2165,"@ChokoPublisher WTP AKHIRNYA SETELAH KEMAREN GAGAL IKUT PO GARA"" KEHABISAN AKHIRNYA AKU DAPET JUGA NOVELNYAA❤️😭 https://t.co/WXw3qHqS7j",Neutral,"['wtp', 'kemarin', 'gagal', 'po', 'gara', 'kehabisan', 'novelnyaa']"
2166,"@this_anna1 Inii ada  yg gagal faham sama threadnya ya, padahal si kaka ini lgi ngebahas akun chataem yg julidin ka nawa sama ka rae di akun sambatnya. Tpi pada ngira kalau ss san itu akun sambatnya ka nawa😭😭🤣",Neutral,"['anna', 'gagal', 'faham', 'threadnya', 'ya', 'sih', 'kakak', 'ngebaha', 'akun', 'chataem', 'julidin', 'kak', 'nawa', 'kak', 'rae', 'akun', 'sambatnya', 'ngira', 'ss', 'san', 'akun', 'sambatnya', 'kak', 'nawa']"
2167,@jeniushelp halo. Mohon bantuannya saya mau login ulang ke jenius saya selalu gagal. Setelah dapat kode verifikasi melalui sms dan bikin pin baru notifikasi nya selalu tertulis sesi telah habis dan sudah logout. Gimana ya biar masuk lagi?,Neutral,"['halo', 'mohon', 'bantuannya', 'login', 'ulang', 'jeniu', 'gagal', 'kode', 'verifikasi', 'sm', 'bikin', 'pin', 'notifikasi', 'nya', 'tertuli', 'sesi', 'habi', 'logout', 'ya', 'biar', 'masuk']"
2168,"@americanojhowa happy new year jg!! semoga kl skz ke sini lg kt bnrn bs meet ya haha, ga kek kmrn malah gagal huuu",Positive,"['happi', 'new', 'year', 'semoga', 'kalo', 'skz', 'benaran', 'meet', 'ya', 'haha', 'kayak', 'kemarin', 'gagal', 'huuu']"
2169,Org sukses punya kebiasaan mlkkn hal-hal yg org gagal srng kali tdk suka lakukan. Mulai kmbngkn disiplin diri Anda tiap hari.#us ##waralaba,Neutral,"['orang', 'suks', 'kebiasaan', 'mlkkn', 'halhal', 'orang', 'gagal', 'kali', 'suka', 'lakukan', 'kmbngkn', 'disiplin']"
2170,"Impian yang tidak terlaksana adalah impian yang terpenjara oleh musuh nomor satu, yaitu takut GAGAL. Gembok Motor Elektronik BBM 7FC70DAF",Neutral,"['impian', 'terlaksana', 'impian', 'terpenjara', 'musuh', 'nomor', 'takut', 'gagal', 'gembok', 'motor', 'elektronik', 'bbm', 'fcdaf']"
